date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
11-Dec,Oregon,Yamhill,Newberg,George Fox University,52,0.019318394,Primarily in person,3941,"Private nonprofit, 4-year",0.013194621
11-Dec,Oregon,Lane,Eugene,Lane Community College,10,0.013858826,Primarily in person,9029,"Public, 2-year",0.001107542
11-Dec,Oregon,Klamath,Klamath Falls ,Oregon Institute of Technology,35,0.018655295,Primarily online,5335,"Public, 4-year",0.00656045
11-Dec,Oregon,Benton,Corvallis,Oregon State University,272,0.010520886,Primarily online,30986,"Public, 4-year",0.008778158
11-Dec,Oregon,Washington,Forest Grove,Pacific University,23,0.021222024,Primarily in person,3938,"Private nonprofit, 4-year",0.005840528
11-Dec,Oregon,Multnomah,Portland,Portland State University,22,0.025312018,Primarily online,25711,"Public, 4-year",0.000855665
11-Dec,Oregon,Multnomah,Portland,Reed College,21,0.025312018,Hybrid,1503,"Private nonprofit, 4-year",0.013972056
11-Dec,Oregon,Jackson,Ashland,Southern Oregon University,54,0.02092838,Primarily in person,6278,"Public, 4-year",0.008601465
11-Dec,Oregon,Lane,Eugene,University of Oregon,664,0.013858826,Primarily online,22644,"Public, 4-year",0.029323441
11-Dec,Oregon,Multnomah,Portland,University of Portland,6,0.025312018,Fully online,4280,"Private nonprofit, 4-year",0.001401869
11-Dec,Oregon,Polk,Mounmouth,Western Oregon University,21,0.017715049,Primarily online,5185,"Public, 4-year",0.004050145
11-Dec,Oregon,Marion,Salem,Willamette University,19,0.031447481,Hybrid,2363,"Private nonprofit, 4-year",0.008040626
11-Dec,Pennsylvania,Berks,Reading,Albright College,71,0.040727603,Hybrid,1934,"Private nonprofit, 4-year",0.036711479
11-Dec,Pennsylvania,Crawford,Meadville,Allegheny College,43,0.033121034,Fully in person,1771,"Private nonprofit, 4-year",0.024280068
11-Dec,Pennsylvania,Berks,Reading,Alvernia University,22,0.040727603,Primarily in person,2792,"Private nonprofit, 4-year",0.007879656
11-Dec,Pennsylvania,Montgomery,Glenslide,Arcadia University,8,0.032275263,Primarily online,3662,"Private nonprofit, 4-year",0.002184599
11-Dec,Pennsylvania,Columbia,Bloomsburg,Bloomsburg University of Pennsylvania,384,0.027261252,Fully online,8909,"Public, 4-year",0.043102481
11-Dec,Pennsylvania,Montgomery,Bryn Mawr,Bryn Mawr College,22,0.032275263,Primarily in person,1690,"Private nonprofit, 4-year",0.013017751
11-Dec,Pennsylvania,Union,Lewisburg,Bucknell University,74,0.045388776,Primarily in person,3668,"Private nonprofit, 4-year",0.020174482
11-Dec,Pennsylvania,Delaware,Radnor,Cabrini University,47,0.04130238,Hybrid,2285,"Private nonprofit, 4-year",0.020568928
11-Dec,Pennsylvania,Washington,California,California University of Pennsylvania,13,0.028666038,Fully online,7310,"Public, 4-year",0.001778386
11-Dec,Pennsylvania,Allegheny,Pittsburgh,Carnegie Mellon University,90,0.030185561,Primarily online,14029,"Private nonprofit, 4-year",0.006415283
11-Dec,Pennsylvania,Lehigh,Allentown,Cedar Crest College,5,0.038947465,Primarily online,1596,"Private nonprofit, 4-year",0.003132832
11-Dec,Pennsylvania,Allegheny,Pittsburgh,Chatham University,82,0.030185561,Primarily in person,2336,"Private nonprofit, 4-year",0.03510274
11-Dec,Pennsylvania,Philadelphia,Philadelphia,Chestnut Hill College,0,0.049597112,Fully online,1794,"Private nonprofit, 4-year",0
11-Dec,Pennsylvania,Delaware,Cheyney,Cheyney University of Pennsylvania,5,0.04130238,Primarily in person,466,"Public, 4-year",0.010729614
11-Dec,Pennsylvania,Clarion,Clarion,Clarion University of Pennsylvania,2,0.037697071,Primarily online,4864,"Public, 4-year",0.000411184
11-Dec,Pennsylvania,Lackawanna,South Abington Township,Clarks Summit University,3,0.02945048,Hybrid,768,"Private nonprofit, 4-year",0.00390625
11-Dec,Pennsylvania,Allegheny,Pittsburgh,Community College of Allegheny County,108,0.030185561,Primarily online,16086,"Public, 2-year",0.006713913
11-Dec,Pennsylvania,Lehigh,Center Valley,DeSales University,77,0.038947465,Hybrid,3438,"Private nonprofit, 4-year",0.022396742
11-Dec,Pennsylvania,Bucks,Doylestown,Delaware Valley University,83,0.035826953,Primarily in person,2428,"Private nonprofit, 4-year",0.034184514
11-Dec,Pennsylvania,Cumberland,Carlisle,Dickinson College,3,0.027809133,Fully online,2399,"Private nonprofit, 4-year",0.001250521
11-Dec,Pennsylvania,Philadelphia,Philadelphia,Drexel University,106,0.049597112,Fully online,24634,"Private nonprofit, 4-year",0.004302996
11-Dec,Pennsylvania,Allegheny,Pittsburgh,Duquesne University,294,0.030185561,Hybrid,9274,"Private nonprofit, 4-year",0.031701531
11-Dec,Pennsylvania,Delaware,St. Davids,Eastern University,37,0.04130238,Primarily in person,3256,"Private nonprofit, 4-year",0.011363636
11-Dec,Pennsylvania,Lancaster,Elizabethtown,Elizabethtown College,21,0.037956916,Primarily in person,1687,"Private nonprofit, 4-year",0.012448133
11-Dec,Pennsylvania,Erie,Erie,Gannon University,186,0.028424932,Hybrid,4291,"Private nonprofit, 4-year",0.043346539
11-Dec,Pennsylvania,Beaver,Beaver Falls,Geneva College,23,0.033630413,Primarily in person,1543,"Private nonprofit, 4-year",0.014906027
11-Dec,Pennsylvania,Adams,Gettysburg,Gettysburg College,113,0.026463707,Primarily online,2441,"Private nonprofit, 4-year",0.046292503
11-Dec,Pennsylvania,Montgomery,Gwynedd Valley,Gwynedd Mercy University,6,0.032275263,Primarily online,3056,"Private nonprofit, 4-year",0.001963351
11-Dec,Pennsylvania,Delaware,Haverford,Haverford College,15,0.04130238,Hybrid,1310,"Private nonprofit, 4-year",0.011450382
11-Dec,Pennsylvania,Philadelphia,Philadelphia,Holy Family University,4,0.049597112,Hybrid,3089,"Private nonprofit, 4-year",0.001294917
11-Dec,Pennsylvania,Chester,Immaculata,Immaculata University,16,0.028600599,Primarily in person,2448,"Private nonprofit, 4-year",0.006535948
11-Dec,Pennsylvania,Indiana,Indiana,Indiana University of Pennsylvania,486,0.037229551,Hybrid,11483,"Public, 4-year",0.042323435
11-Dec,Pennsylvania,Huntingdon,Huntingdon,Juniata College,54,0.045986178,Hybrid,1433,"Private nonprofit, 4-year",0.037683182
11-Dec,Pennsylvania,Lackawanna,La Plume,Keystone College,14,0.02945048,Hybrid,1424,"Private nonprofit, 4-year",0.009831461
11-Dec,Pennsylvania,Allegheny,Pittsburgh,La Roche University,9,0.030185561,Primarily online,1443,"Private nonprofit, 4-year",0.006237006
11-Dec,Pennsylvania,Philadelphia,Philadelphia,La Salle University,45,0.049597112,Fully online,5191,"Private nonprofit, 4-year",0.00866885
11-Dec,Pennsylvania,Northampton,Easton,Lafayette College,36,0.038125031,Fully online,2642,"Private nonprofit, 4-year",0.013626041
11-Dec,Pennsylvania,Lancaster,Lancaster,Lancaster Bible College,8,0.037956916,Primarily in person,2122,"Private nonprofit, 4-year",0.003770028
11-Dec,Pennsylvania,Lebanon,Annville,Lebanon Valley College,17,0.045940209,Primarily in person,1922,"Private nonprofit, 4-year",0.008844953
11-Dec,Pennsylvania,Northampton,Bethlehem,Lehigh University,659,0.038125031,Primarily online,6849,"Private nonprofit, 4-year",0.096218426
11-Dec,Pennsylvania,Clinton,Lock Haven,Lock Haven University,105,0.028189066,Primarily online,3418,"Public, 4-year",0.030719719
11-Dec,Pennsylvania,Lycoming,Williamsport,Lycoming College,14,0.028985251,Primarily in person,1142,"Private nonprofit, 4-year",0.012259194
11-Dec,Pennsylvania,Tioga,Mansfield,Mansfield University of Pennsylvania,37,0.035549752,Primarily in person,1629,"Public, 4-year",0.022713321
11-Dec,Pennsylvania,Lackawanna,Scranton,Marywood University,62,0.02945048,Hybrid,2853,"Private nonprofit, 4-year",0.021731511
11-Dec,Pennsylvania,Erie,Erie,Mercyhurst University,145,0.028424932,Hybrid,2685,"Private nonprofit, 4-year",0.054003724
11-Dec,Pennsylvania,Lancaster,Millersville,Millersville University of Pennsylvania,135,0.037956916,Primarily online,7746,"Public, 4-year",0.01742835
11-Dec,Pennsylvania,Luzerne,Dallas,Misericordia University,75,0.038504554,Primarily in person,2566,"Private nonprofit, 4-year",0.029228371
11-Dec,Pennsylvania,Northampton,Bethlehem,Moravian College,47,0.038125031,Hybrid,2514,"Private nonprofit, 4-year",0.018695306
11-Dec,Pennsylvania,Cambria,Cresson,Mount Aloysius College,66,0.04918889,Primarily in person,1784,"Private nonprofit, 4-year",0.036995516
11-Dec,Pennsylvania,Lehigh,Allentown,Muhlenberg College,23,0.038947465,Fully online,2340,"Private nonprofit, 4-year",0.00982906
11-Dec,Pennsylvania,Delaware,Aston,Neumann University,38,0.04130238,Primarily online,2598,"Private nonprofit, 4-year",0.014626636
11-Dec,Pennsylvania,Lycoming,Williamsport,Pennsylvania College of Technology,170,0.028985251,Primarily in person,5322,"Public, 4-year",0.031942879
11-Dec,Pennsylvania,Allegheny,Pittsburgh,Point Park University,51,0.030185561,Hybrid,4099,"Private nonprofit, 4-year",0.012442059
11-Dec,Pennsylvania,Montgomery,Rosemont,Rosemont College,18,0.032275263,Hybrid,945,"Private nonprofit, 4-year",0.019047619
11-Dec,Pennsylvania,Westmoreland,Latrobe,Saint Vincent College,42,0.03545152,Hybrid,1867,"Private nonprofit, 4-year",0.022495983
11-Dec,Pennsylvania,Westmoreland,Greensburg,Seton Hill University,123,0.03545152,Primarily in person,2297,"Private nonprofit, 4-year",0.053548106
11-Dec,Pennsylvania,Franklin,Shippensburg,Shippensburg University of Pennsylvania,266,0.038973856,Primarily online,6381,"Public, 4-year",0.041686256
11-Dec,Pennsylvania,Butler,Slippery Rock,Slippery Rock University of Pennsylvania,279,0.031434153,Primarily online,8803,"Public, 4-year",0.031693741
11-Dec,Pennsylvania,Snyder,Selinsgrove,Susquehanna University,66,0.032349153,Primarily in person,2396,"Private nonprofit, 4-year",0.02754591
11-Dec,Pennsylvania,Delaware,Swarthmore,Swarthmore College,42,0.04130238,Primarily online,1559,"Private nonprofit, 4-year",0.026940346
11-Dec,Pennsylvania,Philadelphia,Philadelphia,Temple University,991,0.049597112,Primarily online,39740,"Public, 4-year",0.024937091
11-Dec,Pennsylvania,Mercer,Greenville,Thiel College,49,0.03664644,Primarily in person,742,"Private nonprofit, 4-year",0.066037736
11-Dec,Pennsylvania,Philadelphia,Philadelphia,Thomas Jefferson University,215,0.049597112,Hybrid,7786,"Private nonprofit, 4-year",0.027613666
11-Dec,Pennsylvania,Philadelphia,Philadelphia,University of Pennsylvania,1081,0.049597112,Fully online,25860,"Private nonprofit, 4-year",0.041802011
11-Dec,Pennsylvania,McKean,Bradford,"University of Pittsburgh, Bradford",31,0.023483077,Hybrid,1281,"Public, 4-year",0.024199844
11-Dec,Pennsylvania,Westmoreland,Greensburg,"University of Pittsburgh, Greensburg",16,0.03545152,Hybrid,1508,"Public, 4-year",0.01061008
11-Dec,Pennsylvania,Lackawanna,Scranton,University of Scranton,670,0.02945048,Hybrid,5286,"Private nonprofit, 4-year",0.126749905
11-Dec,Pennsylvania,Chester,Phoenixville,University of Valley Forge,2,0.028600599,Hybrid,659,"Private nonprofit, 4-year",0.003034901
11-Dec,Pennsylvania,Montgomery,Collegeville,Ursinus College,36,0.032275263,Primarily in person,1435,"Private nonprofit, 4-year",0.025087108
11-Dec,Pennsylvania,Delaware,Villanova,Villanova University,427,0.04130238,Primarily in person,11030,"Private nonprofit, 4-year",0.038712602
11-Dec,Pennsylvania,Greene,Waynesburg,Waynesburg University,56,0.026909171,Primarily in person,1674,"Private nonprofit, 4-year",0.033452808
11-Dec,Pennsylvania,Delaware,Chester,Widener University,44,0.04130238,Primarily online,6621,"Private nonprofit, 4-year",0.006645522
11-Dec,Pennsylvania,Luzerne,Wilkes-Barre,Wilkes University,92,0.038504554,Primarily online,5132,"Private nonprofit, 4-year",0.017926734
11-Dec,Pennsylvania,York,York,York College of Pennsylvania,75,0.034585733,Hybrid,4317,0,0.017373176
11-Dec,Rhode Island,Providence,Providence,Brown University,164,0.072328624,Primarily online,10257,"Private nonprofit, 4-year",0.015989081
11-Dec,Rhode Island,Providence,Smithfield,Bryant University,74,0.072328624,Primarily in person,3788,"Private nonprofit, 4-year",0.019535375
11-Dec,Rhode Island,Providence,Providence,Providence College,393,0.072328624,Fully online,4674,"Private nonprofit, 4-year",0.084082157
11-Dec,Rhode Island,Providence,Providence,Rhode Island College,101,0.072328624,Primarily online,7766,"Public, 4-year",0.013005408
11-Dec,Rhode Island,Providence,Providence,Rhode Island School of Design,30,0.072328624,Primarily online,2467,"Private nonprofit, 4-year",0.012160519
11-Dec,Rhode Island,Bristol,Bristol,Roger Williams University,184,0.032673941,Primarily in person,4860,"Private nonprofit, 4-year",0.037860082
11-Dec,Rhode Island,Newport,Newport,Salve Regina University,47,0.020077483,Primarily in person,2647,"Private nonprofit, 4-year",0.01775595
11-Dec,Rhode Island,Washington,Kingston,University of Rhode Island,836,0.025036432,Other,17777,"Public, 4-year",0.047027057
11-Dec,South Carolina,Richland,Columbia,Benedict College,6,0.053355429,Hybrid,2165,"Private nonprofit, 4-year",0.002771363
11-Dec,South Carolina,Greenville,Greenville,Bob Jones University,34,0.05232818,Fully in person,3005,"Private nonprofit, 4-year",0.011314476
11-Dec,South Carolina,Charleston,North Charleston,Charleston Southern University,24,0.05161811,Primarily online,3414,"Private nonprofit, 4-year",0.007029877
11-Dec,South Carolina,Orangeburg,Orangeburg,Claflin University,18,0.048389904,Primarily online,2172,"Private nonprofit, 4-year",0.008287293
11-Dec,South Carolina,Pickens,Clemson,Clemson University,5431,0.059676555,Primarily online,24951,"Public, 4-year",0.217666627
11-Dec,South Carolina,Horry,Conway,Coastal Carolina University,355,0.046362273,Primarily online,10641,"Public, 4-year",0.033361526
11-Dec,South Carolina,Charleston,Charleston,College of Charleston,614,0.05161811,Primarily online,10783,"Public, 4-year",0.056941482
11-Dec,South Carolina,Spartanburg,Spartanburg,Converse College,5,0.045530591,Primarily in person,1380,"Private nonprofit, 4-year",0.003623188
11-Dec,South Carolina,Florence,Florence,Francis Marion University,92,0.05494132,Primarily in person,3940,"Public, 4-year",0.023350254
11-Dec,South Carolina,Greenville,Greenville,Furman University,133,0.05232818,Hybrid,2947,"Private nonprofit, 4-year",0.045130641
11-Dec,South Carolina,Greenville,Greenville,Greenville Technical College,669,0.05232818,Primarily in person,10864,"Public, 2-year",0.061579529
11-Dec,South Carolina,Greenwood,Greenwood,Lander University,133,0.047831552,Hybrid,3044,"Public, 4-year",0.04369251
11-Dec,South Carolina,Cherokee,Gaffney,Limestone College,16,0.041954625,Primarily in person,2442,"Private nonprofit, 4-year",0.006552007
11-Dec,South Carolina,Newberry,Newberry,Newberry College,23,0.060509886,Primarily in person,1208,"Private nonprofit, 4-year",0.019039735
11-Dec,South Carolina,Greenville,Tigerville,North Greenville University,207,0.05232818,Primarily in person,2578,"Private nonprofit, 4-year",0.080294802
11-Dec,South Carolina,Laurens,Clinton,Presbyterian College,109,0.040878313,Primarily in person,1330,"Private nonprofit, 4-year",0.081954887
11-Dec,South Carolina,Orangeburg,Orangeburg,South Carolina State University,41,0.048389904,Hybrid,3022,"Public, 4-year",0.013567174
11-Dec,South Carolina,Pickens,Central,Southern Wesleyan University,6,0.059676555,Fully online,1551,"Private nonprofit, 4-year",0.003868472
11-Dec,South Carolina,Charleston,Charleston,The Citadel,176,0.05161811,Primarily in person,3763,"Public, 4-year",0.046771193
11-Dec,South Carolina,Anderson,Pendleton,Tri-County Technical College,288,0.045285795,Hybrid,6082,"Public, 2-year",0.047352844
11-Dec,South Carolina,Spartanburg,Spartanburg,University of South Carolina Upstate,193,0.045530591,Hybrid,6175,"Public, 4-year",0.031255061
11-Dec,South Carolina,York,Rock Hill,Winthrop University,61,0.040885618,Primarily online,5813,"Public, 4-year",0.010493721
11-Dec,South Carolina,Spartanburg,Spartanburg,Wofford College,174,0.045530591,Primarily in person,1666,"Private nonprofit, 4-year",0.104441777
11-Dec,South Dakota,Lawrence,Spearfish,Black Hills State University,72,0.088028169,Fully in person,4035,"Public, 4-year",0.017843866
11-Dec,South Dakota,Lake,Madison,Dakota State University,25,0.072204423,Fully in person,3382,"Public, 4-year",0.007392076
11-Dec,South Dakota,Yankton,Yankton,Mount Marty College,87,0.094196546,Fully in person,1044,"Private nonprofit, 4-year",0.083333333
11-Dec,South Dakota,Brown,Aberdeen,Northern State University,45,0.102809032,Fully in person,3493,"Public, 4-year",0.012882909
11-Dec,South Dakota,Oglala Lakota,Kyle ,Oglala Lakota College,0,0.124356352,Fully online,1300,"Public, 4-year",0
11-Dec,South Dakota,Pennington,Rapid City ,South Dakota School of Mines and Technology,54,0.085282356,Hybrid,2654,"Public, 4-year",0.020346647
11-Dec,South Dakota,Brookings,Brookings,South Dakota State University,112,0.075804658,Hybrid,12104,"Public, 4-year",0.009253139
11-Dec,South Dakota,Minnehaha,Sioux Falls,University of Sioux Falls,66,0.116245715,Fully in person,1615,"Private nonprofit, 4-year",0.040866873
11-Dec,South Dakota,Clay,Vermillion,University of South Dakota,264,0.105259417,Primarily in person,10066,"Public, 4-year",0.026226902
